Production Schedule Report
Report Date: 7/21/2024 4:42:18 AM
Report Source:WWW.ASHLEYSUPPLIER.COM
"Report Criteria:Item:ALL Whse: Vendor:626704 DRP Planner:ALL FC Planner:ALL Past Weeks:6 Future Weeks:12 RP Filter:On C & CNW Filter:Off Order Types Selected:Planned, Firmed, Shipped Report By: Item Qty"
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Item #,Whse,Vendor #,S/F/P, 6/15, 6/22, 6/29, 7/6, 7/13, 7/20, 7/27, 8/3, 8/10, 8/17, 8/24, 8/31, 9/7, 9/14, 9/21, 9/28, 10/5, 10/12, 10/19
="B760-76W1","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-77","1","626704","S","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-77","1","626704","F","0","0","0","0","0","0","0","0","11","2","0","0","0","0","0","0","0","0","0"
="B760-77","1","626704","P","0","0","0","0","0","0","0","0","0","1","2","2","2","3","2","2","2","3","2"
="B760-77","15","626704","S","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-77","15","626704","F","0","0","0","0","0","0","0","0","12","1","0","0","0","0","0","0","0","0","0"
="B760-77","15","626704","P","0","0","0","0","0","0","0","0","0","1","3","2","3","3","3","2","3","3","4"
="B760-77","17","626704","S","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-77","17","626704","F","0","0","0","0","0","0","0","0","44","9","0","0","0","0","0","0","0","0","0"
="B760-77","17","626704","P","0","0","0","0","0","0","0","0","0","0","6","7","7","7","6","7","6","8","7"
="B760-77","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-77","28","626704","F","0","0","0","0","0","0","0","0","48","2","0","0","0","0","0","0","0","0","0"
="B760-77","28","626704","P","0","0","0","0","0","0","0","0","0","0","3","5","4","5","5","5","4","5","5"
="B760-77","335","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-77","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-77","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
="B760-77","42","626704","S","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-77","42","626704","F","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
="B760-77","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","1","1","1","0"
="B760-77","5","626704","S","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-77","5","626704","F","0","0","0","0","0","0","0","0","15","12","0","0","0","0","0","0","0","0","0"
="B760-77","5","626704","P","0","0","0","0","0","0","0","0","0","0","7","8","9","9","8","10","9","9","8"
="B760-77","ECR","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-77","ECR","626704","F","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
="B760-77","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","4","7","6","7","7","7","8","8","8"
="B760-78","1","626704","S","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-78","1","626704","F","0","0","0","0","0","0","0","5","53","7","0","0","0","0","0","0","0","0","0"
="B760-78","1","626704","P","0","0","0","0","0","0","0","0","0","2","5","5","5","5","4","5","5","6","6"
="B760-78","15","626704","S","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-78","15","626704","F","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","0","0"
="B760-78","15","626704","P","0","0","0","0","0","0","0","0","0","0","2","4","4","6","5","4","4","3","5"
="B760-78","17","626704","S","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-78","17","626704","F","0","0","0","0","0","0","0","0","164","16","0","0","0","0","0","0","0","0","0"
="B760-78","17","626704","P","0","0","0","0","0","0","0","0","0","1","17","16","15","17","17","16","18","20","18"
="B760-78","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-78","28","626704","F","0","0","0","0","0","0","0","0","42","13","0","0","0","0","0","0","0","0","0"
="B760-78","28","626704","P","0","0","0","0","0","0","0","0","0","5","14","14","14","13","12","14","14","13","15"
="B760-78","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-78","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-78","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","2"
="B760-78","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-78","5","626704","F","0","0","0","0","0","0","0","0","7","13","0","0","0","0","0","0","0","0","0"
="B760-78","5","626704","P","0","0","0","0","0","0","0","0","0","4","14","16","15","14","15","13","15","15","14"
="B760-78","ECR","626704","S","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-78","ECR","626704","F","0","0","0","0","0","0","0","0","29","12","0","0","0","0","0","0","0","0","0"
="B760-78","ECR","626704","P","0","0","0","0","0","0","0","0","0","6","18","17","17","17","18","17","18","21","19"
="B760-78W1","335","626704","S","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-78W1","335","626704","F","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
="B760-78W1","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-79","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-79","1","626704","F","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0"
="B760-79","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
="B760-79","15","626704","S","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-79","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-79","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
="B760-79","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-79","42","626704","F","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
="B760-79","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
="B760-79","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-79","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-79","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","1","3","2","3","3","3","3","3"
="B760-79","ECR","626704","S","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-79","ECR","626704","F","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
="B760-79","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","1"
="B760-95","1","626704","S","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-95","1","626704","F","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
="B760-95","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0"
="B760-95","28","626704","S","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-95","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-95","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-95","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-95","42","626704","F","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
="B760-95","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
="B760-95","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-95","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-95","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","3","3"
="B760-95","ECR","626704","S","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-95","ECR","626704","F","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
="B760-95","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","1"
="B793-74S","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-74S","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","295","0","0","0","0","0","0","0"
="B793-74S","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-74S","28","626704","S","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-74S","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-74S","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-76S","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-76S","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","304","0","0","0","0","0","0","0"
="B793-76S","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-77","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-77","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","315","0","0","0","0","0","0","0"
="B793-77","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-77","28","626704","S","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-77","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-77","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-77","335","626704","S","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-77","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-77","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-78","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-78","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","318","0","0","0","0","0","0","0"
="B793-78","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-95","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-95","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","0","0"
="B793-95","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-95","335","626704","S","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-95","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-95","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-97","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B793-97","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","576","0","0","0","0","0","0","0"
="B793-97","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","1","626704","S","36","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","1","626704","F","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","1","626704","P","0","0","0","0","0","0","0","0","8","7","8","7","6","8","7","7","8","8","9"
="B974-74","15","626704","S","0","0","0","0","0","13","13","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","15","626704","P","0","0","0","0","0","0","0","0","10","5","4","3","3","5","3","3","3","1","4"
="B974-74","17","626704","S","0","0","0","0","19","0","42","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","4","0","5","4"
="B974-74","28","626704","S","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","28","626704","F","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","28","626704","P","0","0","0","0","0","0","0","0","5","2","5","3","2","2","2","3","2","2","2"
="B974-74","335","626704","S","17","5","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","335","626704","F","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","335","626704","P","0","0","0","0","0","0","0","0","0","20","1","11","8","14","11","10","11","10","11"
="B974-74","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
="B974-74","5","626704","S","38","0","0","5","0","20","39","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","5","626704","F","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","5","626704","P","0","0","0","0","0","0","0","0","2","7","7","11","7","7","7","9","7","7","7"
="B974-74","C","626704","S","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0"
="B974-74","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","ECR","626704","S","0","0","0","0","22","22","21","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","ECR","626704","F","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-74","ECR","626704","P","0","0","0","0","0","0","0","0","18","6","6","6","11","6","6","6","1","7","7"
="B974-76","1","626704","S","16","0","0","0","0","0","127","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","1","626704","F","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","1","626704","P","0","0","0","0","0","0","0","0","40","11","10","11","19","11","11","10","2","13","12"
="B974-76","15","626704","S","0","6","0","11","62","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","3","5","4","5","5","5","5","6"
="B974-76","17","626704","S","0","0","0","0","73","0","19","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","17","626704","P","0","0","0","0","0","0","0","0","0","13","8","7","6","8","8","7","8","9","8"
="B974-76","28","626704","S","0","0","0","44","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","4","4","5","4","4","3","2"
="B974-76","335","626704","S","37","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","335","626704","P","0","0","0","0","0","0","0","0","44","24","1","18","18","18","17","17","17","18","18"
="B974-76","42","626704","S","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","42","626704","P","0","0","0","0","0","0","0","0","16","2","2","3","2","2","2","2","2","2","1"
="B974-76","5","626704","S","21","0","0","0","95","0","38","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","5","626704","F","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","5","626704","P","0","0","0","0","0","0","0","0","6","13","13","16","13","13","13","8","13","13","13"
="B974-76","C","626704","S","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","73","0","0","0","0","0"
="B974-76","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","ECR","626704","S","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76","ECR","626704","P","0","0","0","0","0","0","0","0","0","7","10","10","11","11","10","10","9","12","11"
="B974-76W1","335","626704","S","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76W1","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-76W1","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","1","626704","F","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","1","626704","P","0","0","0","0","0","0","0","0","31","6","7","7","7","7","6","7","6","8","8"
="B974-77","15","626704","S","0","0","0","0","10","20","19","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","1","6","4","3","3","1","3"
="B974-77","17","626704","S","0","5","0","0","15","0","40","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","5","3","4","4","1","5","4"
="B974-77","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","28","626704","F","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","28","626704","P","0","0","0","0","0","0","0","0","1","2","3","3","2","2","3","3","2","2","1"
="B974-77","335","626704","S","6","7","0","0","34","15","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","335","626704","F","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
="B974-77","335","626704","P","0","0","0","0","0","0","0","0","0","1","1","11","7","14","11","10","11","11","11"
="B974-77","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","42","626704","F","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","42","626704","P","0","0","0","0","0","0","0","0","0","0","2","1","1","1","2","1","0","1","0"
="B974-77","5","626704","S","0","0","0","22","17","0","62","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","5","626704","F","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","6","7","5","8","7","7"
="B974-77","C","626704","S","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0"
="B974-77","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","ECR","626704","S","10","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","ECR","626704","F","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-77","ECR","626704","P","0","0","0","0","0","0","0","0","23","6","7","6","11","6","7","6","2","7","7"
="B974-78","1","626704","S","2","0","22","0","0","0","52","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","1","626704","F","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","1","626704","P","0","0","0","0","0","0","0","0","93","12","11","11","12","12","11","11","9","14","13"
="B974-78","15","626704","S","0","6","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","1","5","6","6","5","5","7"
="B974-78","17","626704","S","0","15","0","0","38","0","28","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","17","626704","P","0","0","0","0","0","0","0","0","0","5","7","7","7","7","6","7","7","8","8"
="B974-78","28","626704","S","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","28","626704","P","0","0","0","0","0","0","0","0","14","4","5","4","4","4","3","4","4","4","4"
="B974-78","335","626704","S","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","335","626704","F","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","335","626704","P","0","0","0","0","0","0","0","0","78","31","2","20","20","18","19","18","19","19","19"
="B974-78","42","626704","S","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","42","626704","P","0","0","0","0","0","0","0","0","1","2","2","3","2","2","1","3","2","2","2"
="B974-78","5","626704","S","0","0","0","0","12","72","121","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","5","626704","F","0","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","5","626704","P","0","0","0","0","0","0","0","0","0","6","15","19","16","15","16","10","16","16","15"
="B974-78","C","626704","S","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","73","0","0","0","0","0"
="B974-78","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","ECR","626704","S","13","0","0","0","0","32","30","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78","ECR","626704","P","0","0","0","0","0","0","0","0","0","10","10","10","9","10","10","10","11","12","11"
="B974-78W1","335","626704","S","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78W1","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-78W1","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","15","626704","S","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","15","626704","P","0","0","0","0","0","0","0","0","9","2","1","2","2","3","2","1","1","1","1"
="B974-95","17","626704","S","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","17","626704","P","0","0","0","0","0","0","0","0","2","0","1","0","0","0","1","0","1","1","1"
="B974-95","335","626704","S","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","335","626704","P","0","0","0","0","0","0","0","0","0","8","0","5","0","3","0","0","0","0","0"
="B974-95","42","626704","S","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","5","626704","S","0","0","6","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","5","626704","P","0","0","0","0","0","0","0","0","54","5","5","7","5","5","5","4","6","5","5"
="B974-95","C","626704","S","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B974-95","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","1","626704","F","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","6","4","6"
="D324-01","15","626704","S","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","4","6","4"
="D324-01","17","626704","S","0","0","0","0","6","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","4","4","4"
="D324-01","28","626704","S","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","28","626704","F","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","2","2","4"
="D324-01","5","626704","S","0","0","30","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","6","4","4"
="D324-01","CNW","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","192","0","0","0","0","0","0"
="D324-01","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","ECR","626704","S","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="D324-01","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
