Production Schedule Report
Report Date: 7/21/2024 4:42:18 AM
Report Source:WWW.ASHLEYSUPPLIER.COM
"Report Criteria:Item:ALL Whse: Vendor:626704 DRP Planner:ALL FC Planner:ALL Past Weeks:6 Future Weeks:12 RP Filter:On C & CNW Filter:Off Order Types Selected:Planned, Firmed, Shipped Report By: Item Qty"
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Item #,Whse,Vendor #,S/F/P, 6/15, 6/22, 6/29, 7/6, 7/13, 7/20, 7/27, 8/3, 8/10, 8/17, 8/24, 8/31, 9/7, 9/14, 9/21, 9/28, 10/5, 10/12, 10/19
="B100-12","1","626704","S","116","0","0","0","0","461","80","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-12","1","626704","F","0","0","0","0","0","0","0","120","210","168","0","0","0","0","0","0","0","0","0"
="B100-12","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","41","60","57","66","70","66"
="B100-12","15","626704","S","0","123","0","0","0","174","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-12","15","626704","F","0","0","0","0","0","0","0","25","199","320","0","0","0","0","0","0","0","0","0"
="B100-12","15","626704","P","0","0","0","0","0","0","0","0","0","364","0","0","38","122","120","121","115","86","87"
="B100-12","17","626704","S","0","123","0","0","222","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-12","17","626704","F","0","0","0","0","0","0","0","156","41","79","0","0","0","0","0","0","0","0","0"
="B100-12","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","32","45","39","40","37","47","46","43"
="B100-12","28","626704","S","0","0","0","187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-12","28","626704","F","0","0","0","0","0","0","0","150","94","45","0","0","0","0","0","0","0","0","0"
="B100-12","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","33","35","35","35","35","36","34","40"
="B100-12","335","626704","S","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-12","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-12","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-12","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-12","42","626704","F","0","0","0","0","0","0","0","88","34","15","0","0","0","0","0","0","0","0","0"
="B100-12","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","9","8","9","12"
="B100-12","5","626704","S","141","0","259","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-12","5","626704","F","0","0","0","0","0","0","0","312","461","26","0","0","0","0","0","0","0","0","0"
="B100-12","5","626704","P","0","0","0","0","0","0","0","0","0","0","52","107","96","96","95","113","122","123","116"
="B100-12","ECR","626704","S","0","76","0","0","175","0","141","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-12","ECR","626704","F","0","0","0","0","0","0","0","69","3","27","0","0","0","0","0","0","0","0","0"
="B100-12","ECR","626704","P","0","0","0","0","0","0","0","0","0","103","65","64","101","102","104","98","67","73","68"
="B100-13","1","626704","S","129","0","0","0","0","0","516","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-13","1","626704","F","0","0","0","0","0","0","0","1113","219","249","0","285","0","0","0","0","0","0","0"
="B100-13","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","22","0","302","411","20","155","145"
="B100-13","15","626704","S","0","0","0","0","500","0","477","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-13","15","626704","F","0","0","0","0","0","0","172","0","0","425","0","385","0","0","0","0","0","0","0"
="B100-13","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","2","313","203","185","535","44","182"
="B100-13","17","626704","S","176","220","0","0","492","0","80","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-13","17","626704","F","0","0","0","0","0","0","0","208","247","208","0","267","0","0","0","0","0","0","0"
="B100-13","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","16","125","127","387","20","148","138"
="B100-13","28","626704","S","424","0","0","308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-13","28","626704","F","0","0","0","0","0","0","0","64","6","34","0","234","0","0","0","0","0","0","0"
="B100-13","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","39","64","90","64","65","296","8"
="B100-13","335","626704","S","56","24","0","60","0","62","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-13","335","626704","F","0","0","0","0","0","0","0","20","0","96","0","0","0","0","0","0","0","0","0"
="B100-13","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","18","22","22","23","22","22"
="B100-13","42","626704","S","0","0","0","0","0","202","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-13","42","626704","F","0","0","0","0","0","0","0","50","60","87","0","59","0","0","0","0","0","0","0"
="B100-13","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","5","26","34","0","62","77","4"
="B100-13","5","626704","S","333","0","325","0","695","181","180","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-13","5","626704","F","0","0","0","0","0","0","0","263","302","536","0","95","0","0","0","0","0","0","0"
="B100-13","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","129","137","260","167","168","229"
="B100-13","ECR","626704","S","0","0","0","0","0","973","346","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-13","ECR","626704","F","0","0","0","0","0","0","0","0","17","598","0","274","0","0","0","0","0","0","0"
="B100-13","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","6","84","274","445","37","158","147"
="B100-13W1","335","626704","S","0","8","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-13W1","335","626704","F","0","0","0","0","0","0","2","7","7","1","0","0","0","0","0","0","0","0","0"
="B100-13W1","335","626704","P","0","0","0","0","0","0","0","0","0","2","11","6","0","17","7","7","8","8","7"
="B100-14","1","626704","S","0","0","0","0","0","340","180","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-14","1","626704","F","0","0","0","0","0","0","0","370","23","97","0","111","0","0","0","0","0","0","0"
="B100-14","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","3","13","119","174","8","78","72"
="B100-14","15","626704","S","0","33","0","0","0","0","573","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-14","15","626704","F","0","0","0","0","0","0","0","0","0","266","0","146","0","0","0","0","0","0","0"
="B100-14","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","91","100","103","242","24","79"
="B100-14","17","626704","S","0","0","0","0","447","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-14","17","626704","F","0","0","0","0","0","0","0","162","95","3","0","173","0","0","0","0","0","0","0"
="B100-14","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","11","63","64","234","9","75","70"
="B100-14","28","626704","S","0","0","0","207","0","0","250","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-14","28","626704","F","0","0","0","0","0","0","0","40","0","0","0","162","0","0","0","0","0","0","0"
="B100-14","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","4"
="B100-14","335","626704","S","9","22","0","0","0","56","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-14","335","626704","F","0","0","0","0","0","0","8","10","0","13","0","0","0","0","0","0","0","0","0"
="B100-14","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","8","10","10","9","10","10"
="B100-14","42","626704","S","0","0","0","0","0","152","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-14","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0"
="B100-14","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","33","38","4"
="B100-14","5","626704","S","324","0","645","0","0","0","250","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-14","5","626704","F","0","0","0","0","0","0","0","293","0","184","0","89","0","0","0","0","0","0","0"
="B100-14","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","54","68","132","74","101","147"
="B100-14","ECR","626704","S","0","0","0","0","0","32","103","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-14","ECR","626704","F","0","0","0","0","0","0","0","63","17","284","0","185","0","0","0","0","0","0","0"
="B100-14","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","12","24","185","284","24","87","81"
="B100-14W1","335","626704","S","57","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B100-14W1","335","626704","F","0","0","0","0","0","0","0","10","18","17","0","0","0","0","0","0","0","0","0"
="B100-14W1","335","626704","P","0","0","0","0","0","0","0","0","0","0","9","0","0","35","11","11","12","11","11"
="B1199-72","1","626704","S","0","0","10","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","1","626704","F","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","1","626704","P","0","0","0","0","0","0","0","0","19","3","2","2","2","3","2","2","2","3","3"
="B1199-72","15","626704","S","0","6","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","15","626704","P","0","0","0","0","0","0","0","0","1","2","1","1","1","0","1","1","1","1","1"
="B1199-72","17","626704","S","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","17","626704","P","0","0","0","0","0","0","0","0","13","1","1","1","3","1","1","1","0","0","1"
="B1199-72","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","28","626704","F","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","28","626704","P","0","0","0","0","0","0","0","0","5","1","1","1","1","0","0","1","1","0","0"
="B1199-72","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","42","626704","P","0","0","0","0","0","0","0","0","3","0","0","0","1","0","1","1","0","0","0"
="B1199-72","5","626704","S","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","5","626704","P","0","0","0","0","0","0","0","0","10","0","1","1","0","2","0","0","1","1","0"
="B1199-72","CNW","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0"
="B1199-72","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","ECR","626704","S","0","5","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-72","ECR","626704","P","0","0","0","0","0","0","0","0","10","1","1","1","2","1","1","1","0","1","1"
="B1199-81","1","626704","S","20","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","1","626704","F","0","0","0","0","0","0","249","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","1","626704","P","0","0","0","0","0","0","0","0","90","5","4","5","9","5","4","5","2","5","5"
="B1199-81","15","626704","S","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","15","626704","F","0","0","0","0","0","0","0","314","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","15","626704","P","0","0","0","0","0","0","0","0","0","88","5","4","4","4","5","4","4","3","5"
="B1199-81","17","626704","S","0","37","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","17","626704","F","0","0","0","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","17","626704","P","0","0","0","0","0","0","0","0","57","6","6","6","10","6","6","6","2","7","7"
="B1199-81","28","626704","S","0","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","28","626704","F","0","0","0","0","0","0","0","175","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","28","626704","P","0","0","0","0","0","0","0","0","0","0","59","4","4","4","8","3","4","4","0"
="B1199-81","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","42","626704","F","0","0","0","0","0","0","13","44","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","42","626704","P","0","0","0","0","0","0","0","0","0","39","1","1","0","1","3","1","0","1","0"
="B1199-81","5","626704","S","0","0","28","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","5","626704","F","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","5","626704","P","0","0","0","0","0","0","0","0","0","0","48","6","5","5","4","8","4","4","4"
="B1199-81","CNW","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0"
="B1199-81","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","ECR","626704","S","0","66","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","ECR","626704","F","0","0","0","0","0","0","279","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-81","ECR","626704","P","0","0","0","0","0","0","0","0","58","6","7","7","11","8","7","7","2","9","7"
="B1199-82","1","626704","S","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","1","626704","F","0","0","0","0","0","0","89","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","1","626704","P","0","0","0","0","0","0","0","0","69","3","2","3","5","3","2","3","0","3","3"
="B1199-82","15","626704","S","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","15","626704","F","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","15","626704","P","0","0","0","0","0","0","0","0","0","40","3","2","3","4","3","3","2","2","3"
="B1199-82","17","626704","S","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","17","626704","F","0","0","0","0","0","0","121","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","17","626704","P","0","0","0","0","0","0","0","0","45","4","4","3","5","4","4","3","1","4","4"
="B1199-82","28","626704","S","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","28","626704","F","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","28","626704","P","0","0","0","0","0","0","0","0","0","0","63","3","3","2","5","3","2","2","1"
="B1199-82","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","42","626704","F","0","0","0","0","0","0","7","23","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","42","626704","P","0","0","0","0","0","0","0","0","1","17","1","1","1","0","1","1","1","0","0"
="B1199-82","5","626704","S","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","5","626704","F","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","5","626704","P","0","0","0","0","0","0","0","0","24","2","36","4","3","2","3","4","3","3","2"
="B1199-82","CNW","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0"
="B1199-82","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","ECR","626704","S","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","ECR","626704","F","0","0","0","0","0","0","143","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-82","ECR","626704","P","0","0","0","0","0","0","0","0","32","4","4","4","7","5","4","4","0","5","5"
="B1199-94","1","626704","S","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","1","626704","F","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","15","626704","P","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
="B1199-94","17","626704","S","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","28","626704","F","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","5","626704","S","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","5","626704","F","0","0","0","0","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0"
="B1199-94","5","626704","P","0","0","0","0","0","0","0","0","0","1","1","1","2","1","1","1","2","1","1"
="B2616-72","1","626704","S","5","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","15","626704","S","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","15","626704","P","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","0","0"
="B2616-72","17","626704","S","0","0","0","0","0","22","3","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","28","626704","F","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
="B2616-72","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","42","626704","F","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","5","626704","F","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1"
="B2616-72","CNW","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0"
="B2616-72","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","ECR","626704","S","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-72","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1"
="B2616-81","1","626704","S","5","0","0","0","0","0","140","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","1","626704","F","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0"
="B2616-81","1","626704","P","0","0","0","0","0","0","0","0","0","0","1","3","2","3","2","3","4","4","3"
="B2616-81","15","626704","S","0","0","0","0","0","71","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","15","626704","F","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
="B2616-81","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","3","2","3","2","3","2","3"
="B2616-81","17","626704","S","0","0","0","0","14","70","8","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","28","626704","S","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","28","626704","F","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","1"
="B2616-81","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","42","626704","F","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","5","626704","F","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","1","3","2","1","3","2","2"
="B2616-81","CNW","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0"
="B2616-81","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","ECR","626704","S","0","0","0","0","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","ECR","626704","F","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
="B2616-81","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","4","4","5","4"
="B2616-82","1","626704","S","5","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","15","626704","S","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1"
="B2616-82","17","626704","S","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","28","626704","S","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","28","626704","F","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
="B2616-82","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","42","626704","F","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
="B2616-82","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","5","626704","F","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
="B2616-82","CNW","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","CNW","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0"
="B2616-82","CNW","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","ECR","626704","S","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B2616-82","ECR","626704","F","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0"
="B2616-82","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","1","1","2","1"
="B660-54S","1","626704","S","72","0","0","0","23","0","293","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","15","626704","S","0","51","0","24","0","149","145","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","15","626704","F","0","0","0","0","0","0","64","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","17","626704","S","0","5","55","0","0","0","227","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","17","626704","F","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","28","626704","S","0","0","0","23","0","40","118","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","28","626704","F","0","0","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","42","626704","S","0","0","14","4","0","52","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","5","626704","S","0","0","21","22","0","0","141","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","ECR","626704","S","0","76","0","10","0","0","298","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-54S","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
